target_gene	organism	mirna	Total context++ score
FAM178B	mouse	mir197	-0.01
IFRD2	mouse	mir197	-0.244
NECAB1	mouse	mir197	-0.171
AHI1	mouse	mir197	-0.133
ZNF783	mouse	mir197	-0.29
SYNGAP1	mouse	mir197	-0.376
SP8	mouse	mir197	-0.034
PAX6	mouse	mir197	-0.01
FOXA2	mouse	mir197	-0.12
STK3	mouse	mir197	-0.111
CYB5RL	mouse	mir197	-0.21
ZNF398	mouse	mir197	-0.069
KMT2B	mouse	mir197	-0.037
CRTC3	mouse	mir197	-0.01
COASY	mouse	mir197	-0.133
FTCDNL1	mouse	mir197	-0.338
TBCEL	mouse	mir197	-0.01
AUH	mouse	mir197	-0.211
CCR9	mouse	mir197	-0.059
IL1RAP	mouse	mir197	-0.484
CDCA3	mouse	mir197	-0.145
PRDM15	mouse	mir197	-0.05
PPP2R5C	mouse	mir197	-0.102
IRGQ	mouse	mir197	-0.031
WBSCR22	mouse	mir197	-0.023
ECT2L	mouse	mir197	-0.056
ITGA11	mouse	mir197	-0.01
ACTBL2	mouse	mir197	-0.212
PLXNA4	mouse	mir197	-0.254
NOX4	mouse	mir197	-0.221
VPS8	mouse	mir197	-0.193
LRP12	mouse	mir197	-0.077
MYOCD	mouse	mir197	-0.01
SCAMP5	mouse	mir197	-0.124
SOS1	mouse	mir197	-0.01
C3orf18	mouse	mir197	-0.364
ARFGAP2	mouse	mir197	-0.128
ARHGEF28	mouse	mir197	-0.01
TRPC4	mouse	mir197	-0.024
SLC35B3	mouse	mir197	-0.37
PARP11	mouse	mir197	-0.293
RACGAP1	mouse	mir197	-0.082
SLC30A8	mouse	mir197	-0.01
FBXO21	mouse	mir197	-0.125
ATXN1L	mouse	mir197	-0.01
IDS	mouse	mir197	-0.402
DOCK4	mouse	mir197	-0.032
MAVS	mouse	mir197	-0.01
SESTD1	mouse	mir197	-0.01
PLCL1	mouse	mir197	-0.208
MRO	mouse	mir197	-0.103
BTNL2	mouse	mir197	-0.14
C1QTNF7	mouse	mir197	-0.192
SLC37A3	mouse	mir197	-0.273
FAM134A	mouse	mir197	-0.03
SLC25A20	mouse	mir197	-0.144
ZBTB10	mouse	mir197	-0.019
GTF2IRD2B	mouse	mir197	-0.301
TMEM8A	mouse	mir197	-0.15
KANSL3	mouse	mir197	-0.027
TROVE2	mouse	mir197	-0.079
VTI1A	mouse	mir197	-0.139
RFTN1	mouse	mir197	-0.396
AKIRIN1	mouse	mir197	-0.262
FBXO10	mouse	mir197	-0.053
KCNMB2	mouse	mir197	-0.04
C1orf170	mouse	mir197	-0.019
BLOC1S3	mouse	mir197	-0.143
ZNF780B	mouse	mir197	-0.015
ASXL2	mouse	mir197	-0.057
AC139426.2	mouse	mir197	-0.217
BRD9	mouse	mir197	-0.159
RASGEF1B	mouse	mir197	-0.077
TNIK	mouse	mir197	-0.01
GATS	mouse	mir197	-0.158
NLRC5	mouse	mir197	-0.01
GALNT15	mouse	mir197	-0.02
GON4L	mouse	mir197	-0.035
DIO2	mouse	mir197	-0.118
LRCH3	mouse	mir197	-0.015
CYHR1	mouse	mir197	-0.146
ACOXL	mouse	mir197	-0.193
TUBGCP6	mouse	mir197	-0.01
CDC42SE1	mouse	mir197	-0.16
DISC1	mouse	mir197	-0.01
GFRA1	mouse	mir197	-0.245
MGEA5	mouse	mir197	-0.114
RBM38	mouse	mir197	-0.198
ARFRP1	mouse	mir197	-0.185
LAMTOR4	mouse	mir197	-0.191
RPF2	mouse	mir197	-0.081
C10orf105	mouse	mir197	-0.01
BLOC1S2	mouse	mir197	-0.282
RNF181	mouse	mir197	-0.277
TRIT1	mouse	mir197	-0.463
ARHGAP17	mouse	mir197	-0.098
POMGNT2	mouse	mir197	-0.336
PRRC1	mouse	mir197	-0.277
DCC	mouse	mir197	-0.216
EPHA6	mouse	mir197	-0.11
NRBP2	mouse	mir197	-0.098
CISH	mouse	mir197	-0.195
ZNF516	mouse	mir197	-0.095
GDPD5	mouse	mir197	-0.177
CTDSPL	mouse	mir197	-0.041
RGS9	mouse	mir197	-0.376
FAM131B	mouse	mir197	-0.099
CTPS2	mouse	mir197	-0.234
PARVG	mouse	mir197	-0.327
FGF12	mouse	mir197	-0.125
RPP14	mouse	mir197	-0.106
MTMR1	mouse	mir197	-0.13
JMJD6	mouse	mir197	-0.01
LAPTM4B	mouse	mir197	-0.304
MXRA8	mouse	mir197	-0.073
CHRM2	mouse	mir197	-0.078
MAPKAPK3	mouse	mir197	-0.01
DDR1	mouse	mir197	-0.271
PRSS42	mouse	mir197	-0.354
NUP85	mouse	mir197	-0.445
SLC38A4	mouse	mir197	-0.074
PLA2G6	mouse	mir197	-0.14
DCTN3	mouse	mir197	-0.302
DCTN4	mouse	mir197	-0.157
TAF1D	mouse	mir197	-0.226
TBC1D14	mouse	mir197	-0.01
IFNE	mouse	mir197	-0.436
PLXNB2	mouse	mir197	-0.157
ANXA8L2	mouse	mir197	-0.41
NBEAL1	mouse	mir197	-0.01
CHID1	mouse	mir197	-0.173
SHANK2	mouse	mir197	-0.154
C1orf87	mouse	mir197	-0.455
EIF4E	mouse	mir197	-0.129
CPEB1	mouse	mir197	-0.148
TEX22	mouse	mir197	-0.165
TMEM151B	mouse	mir197	-0.036
B3GALT4	mouse	mir197	-0.261
TMSB4X	mouse	mir197	-0.179
ARFIP1	mouse	mir197	-0.071
AASDH	mouse	mir197	-0.376
GLI2	mouse	mir197	-0.02
SLC4A8	mouse	mir197	-0.02
RNF223	mouse	mir197	-0.155
GTF2IRD2	mouse	mir197	-0.32
TUBGCP5	mouse	mir197	-0.196
CA5B	mouse	mir197	-0.132
GPM6B	mouse	mir197	-0.04
OTUD4	mouse	mir197	-0.164
KLHL24	mouse	mir197	-0.01
PRICKLE1	mouse	mir197	-0.025
FTSJ1	mouse	mir197	-0.167
TMEM39B	mouse	mir197	-0.08
TMED7	mouse	mir197	-0.068
TSGA13	mouse	mir197	-0.072
APC	mouse	mir197	-0.028
PLEKHM3	mouse	mir197	-0.209
AC174470.1	mouse	mir197	-0.14
IKZF2	mouse	mir197	-0.041
CDK16	mouse	mir197	-0.037
MAPKBP1	mouse	mir197	-0.188
UGT2A2	mouse	mir197	-0.114
SARM1	mouse	mir197	-0.02
NLGN1	mouse	mir197	-0.206
TYW3	mouse	mir197	-0.049
PARD6A	mouse	mir197	-0.165
SULF1	mouse	mir197	-0.02
KIAA1430	mouse	mir197	-0.089
SKIL	mouse	mir197	-0.103
TMEM64	mouse	mir197	-0.083
C1orf226	mouse	mir197	-0.156
ROPN1	mouse	mir197	-0.312
NTMT1	mouse	mir197	-0.218
CDS2	mouse	mir197	-0.01
ANK3	mouse	mir197	-0.167
EHMT1	mouse	mir197	-0.079
ABHD14B	mouse	mir197	-0.171
RNF112	mouse	mir197	-0.151
CXorf40B	mouse	mir197	-0.497
PRSS46	mouse	mir197	-0.219
ARL6	mouse	mir197	-0.056
MEF2D	mouse	mir197	-0.236
POU5F1B	mouse	mir197	-0.587
SCAF11	mouse	mir197	-0.042
SRPRB	mouse	mir197	-0.149
FPGT	mouse	mir197	-0.123
RP1	mouse	mir197	-0.112
C1orf52	mouse	mir197	-0.229
FTO	mouse	mir197	-0.03
ABI3BP	mouse	mir197	-0.057
MFN1	mouse	mir197	-0.032
TCEAL4	mouse	mir197	-0.089
TAF8	mouse	mir197	-0.226
PSMG4	mouse	mir197	-0.095
PTPRG	mouse	mir197	-0.01
SLITRK3	mouse	mir197	-0.01
PDE4DIP	mouse	mir197	-0.142
WDR49	mouse	mir197	-0.204
JAM2	mouse	mir197	-0.071
DDI2	mouse	mir197	-0.02
RCAN1	mouse	mir197	-0.223
SLC24A5	mouse	mir197	-0.035
HIVEP1	mouse	mir197	-0.177
FBXL2	mouse	mir197	-0.11
NDUFB4	mouse	mir197	-0.278
BOC	mouse	mir197	-0.127
SF3B1	mouse	mir197	-0.115
RNF182	mouse	mir197	-0.38
TRDMT1	mouse	mir197	-0.079
RHNO1	mouse	mir197	-0.073
SLC15A2	mouse	mir197	-0.113
LSAMP	mouse	mir197	-0.01
APOA2	mouse	mir197	-0.231
AGK	mouse	mir197	-0.341
RBP1	mouse	mir197	-0.26
ASAP3	mouse	mir197	-0.01
PHC3	mouse	mir197	-0.03
RGL2	mouse	mir197	-0.064
LAMTOR3	mouse	mir197	-0.31
TFDP2	mouse	mir197	-0.01
ETF1	mouse	mir197	-0.138
ABL2	mouse	mir197	-0.129
BMP2K	mouse	mir197	-0.104
CNBP	mouse	mir197	-0.217
RBM4	mouse	mir197	-0.152
PARP8	mouse	mir197	-0.01
ANKRD50	mouse	mir197	-0.112
N4BP2L2	mouse	mir197	-0.485
TIMM8B	mouse	mir197	-0.623
ROPN1B	mouse	mir197	-0.314
TIGD5	mouse	mir197	-0.12
POLR3G	mouse	mir197	-0.092
CDH18	mouse	mir197	-0.329
PPARGC1A	mouse	mir197	-0.083
C8orf17	mouse	mir197	-0.104
C7orf73	mouse	mir197	-0.091
ANAPC10	mouse	mir197	-0.206
FBN2	mouse	mir197	-0.319
PDGFRA	mouse	mir197	-0.196
CXCL2	mouse	mir197	-0.099
GALNTL6	mouse	mir197	-0.171
NME1	mouse	mir197	-0.543
SCLT1	mouse	mir197	-0.277
ZFP62	mouse	mir197	-0.046
PPP3CA	mouse	mir197	-0.266
DBN1	mouse	mir197	-0.23
SREK1IP1	mouse	mir197	-0.01
MYO10	mouse	mir197	-0.01
CXorf40A	mouse	mir197	-0.422
DAG1	mouse	mir197	-0.103
MCTP1	mouse	mir197	-0.05
MRPS27	mouse	mir197	-0.345
RNF150	mouse	mir197	-0.04
CCDC160	mouse	mir197	-0.086
C8orf88	mouse	mir197	-0.177
UBE2W	mouse	mir197	-0.064
FBXO32	mouse	mir197	-0.047
FAM92A1	mouse	mir197	-0.025
HDAC2	mouse	mir197	-0.048
ERI1	mouse	mir197	-0.074
CHRAC1	mouse	mir197	-0.183
SLIT3	mouse	mir197	-0.03
TSNARE1	mouse	mir197	-0.176
BRF2	mouse	mir197	-0.372
DNM3	mouse	mir197	-0.035
TRIM35	mouse	mir197	-0.309
CEP57L1	mouse	mir197	-0.372
PIK3R1	mouse	mir197	-0.08
SNAP91	mouse	mir197	-0.097
ZFHX4	mouse	mir197	-0.145
MYBL1	mouse	mir197	-0.01
SPSB2	mouse	mir197	-0.081
RANBP17	mouse	mir197	-0.084
RUNX1T1	mouse	mir197	-0.02
RPS20	mouse	mir197	-0.636
RRNAD1	mouse	mir197	-0.364
THNSL1	mouse	mir197	-0.013
MAML2	mouse	mir197	-0.204
C8orf82	mouse	mir197	-0.061
EIF1AD	mouse	mir197	-0.146
CACNA1E	mouse	mir197	-0.064
PARP2	mouse	mir197	-0.091
NDUFC2	mouse	mir197	-0.203
KCNJ5	mouse	mir197	-0.114
GRAMD1B	mouse	mir197	-0.042
OMP	mouse	mir197	-0.21
GALNT4	mouse	mir197	-0.062
SPTBN2	mouse	mir197	-0.156
SLCO2B1	mouse	mir197	-0.297
SERGEF	mouse	mir197	-0.041
ELF5	mouse	mir197	-0.097
COLCA1	mouse	mir197	-0.241
FAM118B	mouse	mir197	-0.152
AP000783.1	mouse	mir197	-0.332
RHOD	mouse	mir197	-0.199
SERPINH1	mouse	mir197	-0.169
CHEK1	mouse	mir197	-0.123
SIPA1	mouse	mir197	-0.051
RPL38	mouse	mir197	-0.449
RNF135	mouse	mir197	-0.222
TSN	mouse	mir197	-0.451
OGFOD2	mouse	mir197	-0.231
MACF1	mouse	mir197	-0.307
SESN3	mouse	mir197	-0.01
ZNF324	mouse	mir197	-0.094
SLC9C2	mouse	mir197	-0.256
CHRND	mouse	mir197	-0.226
ITPRIPL1	mouse	mir197	-0.163
PFKFB3	mouse	mir197	-0.104
ZCCHC18	mouse	mir197	-0.152
HSPB2	mouse	mir197	-0.209
ACAD8	mouse	mir197	-0.166
GGA3	mouse	mir197	-0.163
CD320	mouse	mir197	-0.232
RRAS2	mouse	mir197	-0.081
FAM216B	mouse	mir197	-0.01
CPEB2	mouse	mir197	-0.01
HYDIN	mouse	mir197	-0.117
OTUB1	mouse	mir197	-0.161
GRM4	mouse	mir197	-0.02
FAM133A	mouse	mir197	-0.217
ZNF664	mouse	mir197	-0.157
PCYT2	mouse	mir197	-0.094
UNC80	mouse	mir197	-0.137
RPS6KB2	mouse	mir197	-0.23
YTHDF3	mouse	mir197	-0.081
SLC25A30	mouse	mir197	-0.086
AL139099.1	mouse	mir197	-0.179
DDX43	mouse	mir197	-0.383
SLC13A1	mouse	mir197	-0.269
CLASP2	mouse	mir197	-0.096
MRE11A	mouse	mir197	-0.2
PBX1	mouse	mir197	-0.251
FAM65B	mouse	mir197	-0.143
NPC2	mouse	mir197	-0.043
CCDC132	mouse	mir197	-0.01
PODXL	mouse	mir197	-0.026
GCFC2	mouse	mir197	-0.01
ASXL1	mouse	mir197	-0.688
AC005477.1	mouse	mir197	-0.249
ACACB	mouse	mir197	-0.05
PCSK9	mouse	mir197	-0.277
PCDH7	mouse	mir197	-0.035
LRTM2	mouse	mir197	-0.248
CES3	mouse	mir197	-0.208
SLC25A14	mouse	mir197	-0.304
CD36	mouse	mir197	-0.342
ARHGAP25	mouse	mir197	-0.226
EVL	mouse	mir197	-0.199
TMEM72	mouse	mir197	-0.203
PAAF1	mouse	mir197	-0.254
MROH1	mouse	mir197	-0.028
ABCA13	mouse	mir197	-0.065
ZNRF3	mouse	mir197	-0.149
CDK5RAP1	mouse	mir197	-0.156
ATXN3	mouse	mir197	-0.225
ANXA8L1	mouse	mir197	-0.411
MVB12B	mouse	mir197	-0.158
PIAS2	mouse	mir197	-0.087
MKNK1	mouse	mir197	-0.217
MYBPC3	mouse	mir197	-0.199
PFKFB4	mouse	mir197	-0.495
FSIP2	mouse	mir197	-0.066
SOX5	mouse	mir197	-0.065
B3GNT4	mouse	mir197	-0.059
FAM132B	mouse	mir197	-0.157
CNTN1	mouse	mir197	-0.189
C12orf23	mouse	mir197	-0.092
KANSL2	mouse	mir197	-0.22
FRS2	mouse	mir197	-0.045
SLC25A3	mouse	mir197	-0.148
PRR24	mouse	mir197	-0.212
IFRG15	mouse	mir197	-0.228
WDR25	mouse	mir197	-0.108
NUMB	mouse	mir197	-0.103
MAP3K9	mouse	mir197	-0.01
SERPINA4	mouse	mir197	-0.038
GSKIP	mouse	mir197	-0.025
RPS6KL1	mouse	mir197	-0.01
TMEM229B	mouse	mir197	-0.326
WIBG	mouse	mir197	-0.245
AKAP6	mouse	mir197	-0.01
ALDH1A3	mouse	mir197	-0.209
GATM	mouse	mir197	-0.317
SHISA9	mouse	mir197	-0.112
FAM227B	mouse	mir197	-0.102
DUOXA1	mouse	mir197	-0.075
KIF23	mouse	mir197	-0.387
ITGB3	mouse	mir197	-0.043
TRPM7	mouse	mir197	-0.01
FRRS1L	mouse	mir197	-0.01
NETO2	mouse	mir197	-0.01
PML	mouse	mir197	-0.171
CTD	mouse	mir197	-0.285
KIAA1024L	mouse	mir197	-0.276
MARVELD3	mouse	mir197	-0.129
ANKRD66	mouse	mir197	-0.126
TMEM178B	mouse	mir197	-0.049
SLC25A24	mouse	mir197	-0.188
ARPP19	mouse	mir197	-0.141
KIAA0513	mouse	mir197	-0.129
CDH13	mouse	mir197	-0.094
ARHGAP11A	mouse	mir197	-0.172
METRN	mouse	mir197	-0.354
PHLPP2	mouse	mir197	-0.114
NIP7	mouse	mir197	-0.315
FAM64A	mouse	mir197	-0.34
TOM1L1	mouse	mir197	-0.183
SHPK	mouse	mir197	-0.049
ZNF263	mouse	mir197	-0.582
CTDNEP1	mouse	mir197	-0.067
AC027763.2	mouse	mir197	-0.075
SPAG7	mouse	mir197	-0.389
MED31	mouse	mir197	-0.147
SALL3	mouse	mir197	-0.043
RUNX2	mouse	mir197	-0.041
RPS15A	mouse	mir197	-0.259
PRSS33	mouse	mir197	-0.231
PHF12	mouse	mir197	-0.04
CUEDC1	mouse	mir197	-0.02
TMEM98	mouse	mir197	-0.609
WSB1	mouse	mir197	-0.163
ADCYAP1	mouse	mir197	-0.33
SLC16A3	mouse	mir197	-0.192
C19orf47	mouse	mir197	-0.028
TLK2	mouse	mir197	-0.28
NETO1	mouse	mir197	-0.22
MYO1D	mouse	mir197	-0.397
VEZF1	mouse	mir197	-0.072
TIMP2	mouse	mir197	-0.117
FAM198B	mouse	mir197	-0.03
TNFRSF11A	mouse	mir197	-0.062
ELOF1	mouse	mir197	-0.181
TRAPPC6A	mouse	mir197	-0.259
C19orf43	mouse	mir197	-0.103
KCNJ16	mouse	mir197	-0.111
ZNF235	mouse	mir197	-0.451
TK1	mouse	mir197	-0.521
MAP2K6	mouse	mir197	-0.01
ZNF784	mouse	mir197	-0.258
GPATCH8	mouse	mir197	-0.156
MEX3C	mouse	mir197	-0.128
ZNF569	mouse	mir197	-0.472
MAPK4	mouse	mir197	-0.14
NMT1	mouse	mir197	-0.134
PYY	mouse	mir197	-0.593
C18orf21	mouse	mir197	-0.095
LINC01101	mouse	mir197	-0.294
AC117395.1	mouse	mir197	-0.129
NTF4	mouse	mir197	-0.246
DYRK1B	mouse	mir197	-0.093
AC008964.1	mouse	mir197	-0.259
ZNF473	mouse	mir197	-0.197
SLC1A6	mouse	mir197	-0.301
PAK4	mouse	mir197	-0.01
TMEM59L	mouse	mir197	-0.231
COMMD3	mouse	mir197	-0.048
DNAJC3	mouse	mir197	-0.065
NDUFA6	mouse	mir197	-0.089
RPL7L1	mouse	mir197	-0.625
C16orf74	mouse	mir197	-0.083
AC007040.11	mouse	mir197	-0.147
ADAT2	mouse	mir197	-0.304
ERN1	mouse	mir197	-0.054
FHL2	mouse	mir197	-0.051
KCNJ6	mouse	mir197	-0.01
RNASE11	mouse	mir197	-0.38
HS3ST1	mouse	mir197	-0.14
GGCT	mouse	mir197	-0.61
RTFDC1	mouse	mir197	-0.59
SLC45A4	mouse	mir197	-0.0
AKAP11	mouse	mir197	-0.01
PIGQ	mouse	mir197	-0.48
CTNS	mouse	mir197	-0.0
DCN	mouse	mir197	-0.08
VAMP3	mouse	mir197	-0.33
FOXJ2	mouse	mir197	-0.08
VASH1	mouse	mir197	-0.25
TRAM2	mouse	mir197	-0.21
HEATR6	mouse	mir197	-0.05
LAMP2	mouse	mir197	-0.07
GLG1	mouse	mir197	-0.01
CBX5	mouse	mir197	-0.04
PIK3IP1	mouse	mir197	-0.75
CENPM	mouse	mir197	-0.15
KNOP1	mouse	mir197	-0.07
BMF	mouse	mir197	-0.17
DCTN6	mouse	mir197	-0.0
EPOR	mouse	mir197	-0.21
HGF	mouse	mir197	-0.31
UBE2D4	mouse	mir197	-0.03
ZNF862	mouse	mir197	-0.12
PPIF	mouse	mir197	-0.0
GOSR2	mouse	mir197	-0.55
RPS6KB1	mouse	mir197	-0.02
LDHA	mouse	mir197	-0.18
PANX1	mouse	mir197	-0.1
KITLG	mouse	mir197	-0.01
ITFG2	mouse	mir197	-0.08
STK38	mouse	mir197	-0.24
HLA	mouse	mir197	-0.17
PRPH2	mouse	mir197	-0.28
PAPD7	mouse	mir197	-0.23
HEMK1	mouse	mir197	-0.08
DAZAP1	mouse	mir197	-0.17
NCK2	mouse	mir197	-0.54
DOK1	mouse	mir197	-0.01
KCNJ13	mouse	mir197	-0.23
SLC9A2	mouse	mir197	-0.1
VAMP4	mouse	mir197	-0.02
TCF21	mouse	mir197	-0.27
C2orf43	mouse	mir197	-0.07
ZC2HC1C	mouse	mir197	-0.01
MSX2	mouse	mir197	-0.0
PRRX1	mouse	mir197	-0.02
SERP1	mouse	mir197	-0.16
FZD3	mouse	mir197	-0.2
DUSP4	mouse	mir197	-0.02
TARDBP	mouse	mir197	-0.0
PEX16	mouse	mir197	-0.04
FTSJ2	mouse	mir197	-0.5
RIF1	mouse	mir197	-0.13
ACVR1C	mouse	mir197	-0.09
ATP5E	mouse	mir197	-0.34
ATP5S	mouse	mir197	-0.07
PSMF1	mouse	mir197	-0.0
TMX4	mouse	mir197	-0.02
GNAZ	mouse	mir197	-0.33
EMC4	mouse	mir197	-0.42
DSC2	mouse	mir197	-0.2
DDX11	mouse	mir197	-0.33
C20orf194	mouse	mir197	-0.17
TRMT2A	mouse	mir197	-0.4
FIBCD1	mouse	mir197	-0.13
CHMP1A	mouse	mir197	-0.61
CAPN7	mouse	mir197	-0.1
ZFYVE20	mouse	mir197	-0.01
PDLIM4	mouse	mir197	-0.07
G6PC	mouse	mir197	-0.2
KRAS	mouse	mir197	-0.0
IMPA1	mouse	mir197	-0.0
ARL8B	mouse	mir197	-0.2
NOTCH2	mouse	mir197	-0.06
FST	mouse	mir197	-0.0
ITIH5	mouse	mir197	-0.01
EMP1	mouse	mir197	-0.01
ADAM19	mouse	mir197	-0.06
MRPL53	mouse	mir197	-0.04
DYNC1LI2	mouse	mir197	-0.33
C2orf49	mouse	mir197	-0.21
RALGPS1	mouse	mir197	-0.23
TMOD1	mouse	mir197	-0.32
TTPA	mouse	mir197	-0.1
THBS1	mouse	mir197	-0.0
FNBP1L	mouse	mir197	-0.04
EPT1	mouse	mir197	-0.67
KIF11	mouse	mir197	-0.06
TSPAN11	mouse	mir197	-0.25
BCAT1	mouse	mir197	-0.02
CDK17	mouse	mir197	-0.13
CCND2	mouse	mir197	-0.03
ZNF24	mouse	mir197	-0.0
XYLT1	mouse	mir197	-0.2
DGKH	mouse	mir197	-0.02
PALLD	mouse	mir197	-0.53
NARG2	mouse	mir197	-0.08
RNF138	mouse	mir197	-0.51
KPNA3	mouse	mir197	-0.06
TAOK1	mouse	mir197	-0.01
RAB11A	mouse	mir197	-0.01
CCNT1	mouse	mir197	-0.09
HCN4	mouse	mir197	-0.03
RPS6KA5	mouse	mir197	-0.0
SMAD2	mouse	mir197	-0.02
VMP1	mouse	mir197	-0.06
TTPAL	mouse	mir197	-0.22
AMMECR1	mouse	mir197	-0.15
UBE2R2	mouse	mir197	-0.21
CD44	mouse	mir197	-0.19
LIFR	mouse	mir197	-0.07
FAM20B	mouse	mir197	-0.05
ZNF106	mouse	mir197	-0.21
PIK3CA	mouse	mir197	-0.01
NGEF	mouse	mir197	-0.12
ITGA6	mouse	mir197	-0.02
GABRA4	mouse	mir197	-0.26
ADAM23	mouse	mir197	-0.02
GLRB	mouse	mir197	-0.35
ADD2	mouse	mir197	-0.26
ASB1	mouse	mir197	-0.04
TP63	mouse	mir197	-0.49
ITGA9	mouse	mir197	-0.03
PRDM5	mouse	mir197	-0.21
GALNT7	mouse	mir197	-0.32
ANKRD32	mouse	mir197	-0.0
LEF1	mouse	mir197	-0.04
RBM27	mouse	mir197	-0.1
JAKMIP2	mouse	mir197	-0.08
CPT1A	mouse	mir197	-0.04
SRI	mouse	mir197	-0.04
DIDO1	mouse	mir197	-0.06
SLC15A4	mouse	mir197	-0.71
L2HGDH	mouse	mir197	-0.28
RAB15	mouse	mir197	-0.38
IQGAP1	mouse	mir197	-0.09
MED9	mouse	mir197	-0.0
RNF165	mouse	mir197	-0.88
PGPEP1	mouse	mir197	-0.0
SLC47A1	mouse	mir197	-0.0
GJA5	mouse	mir197	-0.25
ILDR2	mouse	mir197	-0.13
ENSA	mouse	mir197	-0.38
KCNN3	mouse	mir197	-0.04
ANKRD53	mouse	mir197	-0.17
AMMECR1L	mouse	mir197	-0.23
LIMD1	mouse	mir197	-0.11
SETD7	mouse	mir197	-0.19
RPS3A	mouse	mir197	-0.01
ADAMTS19	mouse	mir197	-0.03
QKI	mouse	mir197	-0.06
HTR2C	mouse	mir197	-0.15
DOCK5	mouse	mir197	-0.02
ARMC1	mouse	mir197	-0.54
FAM73B	mouse	mir197	-0.25
NPFFR1	mouse	mir197	-0.07
PAOX	mouse	mir197	-0.03
LRRC4C	mouse	mir197	-0.0
SLC1A2	mouse	mir197	-0.17
TENM4	mouse	mir197	-0.02
SLC7A11	mouse	mir197	-0.03
PDK1	mouse	mir197	-0.28
CAMK4	mouse	mir197	-0.12
YAP1	mouse	mir197	-0.04
GMCL1	mouse	mir197	-0.07
GRM1	mouse	mir197	-0.06
DTNA	mouse	mir197	-0.18
DGKE	mouse	mir197	-0.04
ANKH	mouse	mir197	-0.01
WNT3A	mouse	mir197	-0.18
CXADR	mouse	mir197	-0.4
MYO5B	mouse	mir197	-0.1
RAB6B	mouse	mir197	-0.0
ZNF286B	mouse	mir197	-0.2
GRAMD3	mouse	mir197	-0.45
PDE11A	mouse	mir197	-0.26
KCNMA1	mouse	mir197	-0.07
ADAMTSL3	mouse	mir197	-0.36
ZIC3	mouse	mir197	-0.34
SLC6A1	mouse	mir197	-0.05
STEAP2	mouse	mir197	-0.33
PREX2	mouse	mir197	-0.05
FMNL2	mouse	mir197	-0.05
RAB28	mouse	mir197	-0.55
SPATA2	mouse	mir197	-0.13
ZNF276	mouse	mir197	-0.05
PKD2L2	mouse	mir197	-0.29
HAPLN4	mouse	mir197	-0.09
PHLDB3	mouse	mir197	-0.43
MED15	mouse	mir197	-0.1
NEU3	mouse	mir197	-0.14
FBXO41	mouse	mir197	-0.01
TGFA	mouse	mir197	-0.06
FZD5	mouse	mir197	-0.02
GABRB1	mouse	mir197	-0.0
TMEM79	mouse	mir197	-0.14
HDAC11	mouse	mir197	-0.17
AC079354.1	mouse	mir197	-0.16
ABI2	mouse	mir197	-0.0
CD200R1	mouse	mir197	-0.69
ARHGEF3	mouse	mir197	-0.52
UBXN7	mouse	mir197	-0.25
CAMK2D	mouse	mir197	-0.03
CEP44	mouse	mir197	-0.15
GRIA2	mouse	mir197	-0.24
MAP1B	mouse	mir197	-0.04
MDGA1	mouse	mir197	-0.22
BMPER	mouse	mir197	-0.0
COL14A1	mouse	mir197	-0.09
FAM122B	mouse	mir197	-0.22
LRFN5	mouse	mir197	-1.21
WDFY2	mouse	mir197	-0.0
SLC37A2	mouse	mir197	-0.0
JAKMIP3	mouse	mir197	-0.1
TMEM132B	mouse	mir197	-0.02
CASC4	mouse	mir197	-0.02
CACNG2	mouse	mir197	-0.0
GREM1	mouse	mir197	-0.46
CRK	mouse	mir197	-0.32
TBC1D2B	mouse	mir197	-0.14
C17orf78	mouse	mir197	-0.02
TRIM68	mouse	mir197	-0.32
PRDX2	mouse	mir197	-0.19
LRRC28	mouse	mir197	-0.09
ZNF25	mouse	mir197	-0.04
PDHB	mouse	mir197	-0.0
CTNNA1	mouse	mir197	-0.64
NUDCD2	mouse	mir197	-0.07
SPRY3	mouse	mir197	-0.28
STARD5	mouse	mir197	-0.01
ZCCHC4	mouse	mir197	-0.01
SEPSECS	mouse	mir197	-0.11
CSNK1G1	mouse	mir197	-0.03
IL7R	mouse	mir197	-0.76
HIPK3	mouse	mir197	-0.13
ARNT2	mouse	mir197	-0.05
MECP2	mouse	mir197	-0.08
ANTXR1	mouse	mir197	-0.25
TAPT1	mouse	mir197	-0.27
LONRF3	mouse	mir197	-0.02
SRP9	mouse	mir197	-0.24
FAM84B	mouse	mir197	-0.32
TUB	mouse	mir197	-0.1
C8orf46	mouse	mir197	-0.09
CERS6	mouse	mir197	-0.24
MBOAT2	mouse	mir197	-0.02
HSPBAP1	mouse	mir197	-0.1
GBX2	mouse	mir197	-0.0
FAM83B	mouse	mir197	-0.18
CHRM1	mouse	mir197	-0.45
APLN	mouse	mir197	-0.67
HOOK3	mouse	mir197	-0.04
NKIRAS2	mouse	mir197	-0.06
CHST1	mouse	mir197	-0.0
HFE	mouse	mir197	-0.1
MOB1B	mouse	mir197	-0.33
KIAA1239	mouse	mir197	-0.02
C4orf32	mouse	mir197	-0.01
RBM14	mouse	mir197	-0.0
SUGT1	mouse	mir197	-0.03
CYB561D1	mouse	mir197	-0.96
TRAM1L1	mouse	mir197	-0.52
RASGRP1	mouse	mir197	-0.21
TBC1D16	mouse	mir197	-0.0
MOBP	mouse	mir197	-0.02
